country,publisher,dataset_name,contents,voltage_floor_kv,voltage_detail,format,access_method,download_url,download_size,licence_name,licence_verbatim,licence_odbl_mixable,last_updated,fetch_verified,assessment,notes
Netherlands,"Enexis Netbeheer (regional DSO - Noord-Brabant, Limburg, Overijssel, Drenthe, Groningen)",Dataset liggingsgegevens elektriciteitsnetten / Assetdata,Described as 'liggingsgegevens van alle elektriciteitstransportkabels én de belangrijkste stations' - all electricity transport cables plus the principal stations. Separate Assetdata product gives geographical information on the physical components of the electricity and gas networks.,50.0,"Not stated on the open-data page; Enexis uses the same Netbeheer Nederland HS/MS/LS classification (HS >= 50 kV) as Liander and Stedin, and a datapaspoort PDF exists at https://www.enexis.nl/-/media/enexis-nl/pdf-documents/open-data/datapaspoort_liggingsgegevens_elektriciteitsnet_enexis.pdf. Treat 50 kV as the expected floor, unverified.",unknown - not stated; requests are handled through a form,api_key_or_registration,,,unknown - not stated on the open-data page,,unclear,,False,metadata_only,"I fetched https://www.enexis.nl/over-ons/waar-staan-wij-voor/open-data and confirmed the network-location dataset is listed, but access runs through a Spotler request form - no direct file URL, no format, no licence on the page. Worth a request email because Enexis owns 110 kV sub-transmission in the south and east, which is inside the OSM dataset's voltage band. Note the sector-level claim 'Elektriciteitsnet regionale netbeheerders als uniforme open data beschikbaar' (https://www.enexisgroep.nl/nieuws/elektriciteitsnet-regionale-netbeheerders-als-uniforme-open-data-beschikbaar/) - the three DSOs agreed a common schema, so one licence conversation may unlock all three."
Netherlands,Rijksinstituut voor Volksgezondheid en Milieu (RIVM),Bovengrondse hoogspanningslijnen met rekenafstanden (Netkaart),Overhead high-voltage lines across the Netherlands with the calculation distance for the magnetic-field zone. Explicitly excludes underground cables and substations.,,unknown - the metadata record does not state voltage levels. RIVM's Netkaart is built for magnetic-field policy and covers overhead HV lines generally; the voltage tiers included need checking against the source publication (RIVM report 2018-0094).,unknown - no distribution format stated in the metadata record,viewer_only_no_download,,,No restrictions / Creative Commons Public Domain Mark 1.0,"Use and access constraints both recorded as ""geen beperkingen"" / ""Geen beperkingen"", with reference to Creative Commons Public Domain Mark 1.0.",yes,2023-11-01 (revision date),False,metadata_only,"Licence is ideal (public domain mark, no restrictions) but I could not verify a download. Fetched https://data.rivm.nl/meta/1XZpg5YpO/api/records/52f9b70a-f1f1-4345-ba64-acf851e87419 for the metadata; https://data.overheid.nl/dataset/54398-bovengrondse-hoogspanningslijnen-met-rekenafstanden returned 404. The viewer is at https://data.rivm.nl/apps/netkaart/ and the RIVM geodata catalogue root is https://data.rivm.nl/meta/srv/ - RIVM normally exposes WMS/WFS/ATOM alongside, so a second pass on their geoserver is likely to yield a downloadable layer. Would be a genuinely independent cross-check on overhead lines since it is not derived from TenneT's own GIS."
Netherlands,Kadaster (via PDOK) - Basisregistratie Topografie,"BRT TOP10NL (object type hoogspanningsleiding, class inrichtingselement)","National topographic base registration at 1:10,000. Contains a hoogspanningsleiding object type defined as 'Leiding waarop elektrische spanning van meer dan 500 volt staat' and a separate hoogspanningsmast type. Lines only; no substation object type identified.",0.5,"Inclusion criterion is >500 V, i.e. far below the 50 kV floor - so the layer will mix distribution and transmission and there is no voltage attribute in the catalogue entry to separate them. That makes it a geometry reference rather than a voltage-filterable source.",GeoPackage and GML (national 'landelijke' download); also WMS/WMTS and OGC API Features/Tiles,direct_file,https://service.pdok.nl/kadaster/brt-topnl/atom/index.xml,,"unknown - not stated on the pages I fetched (Kadaster BRT is generally CC BY 4.0, but I did not verify it this session)",,unclear,,True,complements_osm,"ATOM feed URL copied verbatim from https://www.pdok.nl/atom-downloadservices/-/article/basisregistratie-topografie-brt-topnl, which states the national download offers GeoPackage and GML including current and historic. Object definition verified at https://catalogus.kadaster.nl/brt/nl/page/Hoogspanningsleiding. Do NOT record the licence as CC BY 4.0 until it is read off a Kadaster page - the PDOK introduction page states no licence. Lower priority than the TenneT/Liander/Stedin route because of the >500 V inclusion threshold and the absence of a voltage attribute."
Switzerland,Bundesamt für Energie (BFE) with the network operators (Werksbetreiber); ESTI-related federal inventory,Elektrische Anlagen mit einer Nennspannung von über 36 kV,"Geographic overview of Swiss high and extra-high voltage infrastructure: transmission LINES, substations AND transformer stations in one dataset. National scope. Explicitly incomplete - 'not all operators have submitted data'.",36.0,"Threshold is nominal voltage above 36 kV, which sits below the OSM dataset's 50 kV floor - so this dataset should be a superset at the low end and is the right instrument for checking 50-132 kV completeness in Switzerland. INTERLIS model at http://models.geo.admin.ch/BFE/ElektrischeAnlagenNennspannungUeber36kV_V1.ili defines the attribute schema.","GeoPackage, ESRI Shapefile, CSV, INTERLIS; plus WFS, WMS and OGC API Features",direct_file,https://geodienste.ch/downloads/elektrische_anlagen_ueber_36kv?data_format=gpkg,,"Opendata BY (Swiss federal open-data terms: free use, attribution mandatory)","""Opendata BY: Freie Nutzung. Quellenangabe ist Pflicht"" (geocat.ch record); geodienste.ch phrases it as ""Free use. Source attribution is mandatory.""",yes,2026-01-13 (revision date on the geocat.ch record); BFE product page last modified 2021-08-26,True,complements_osm,"The GPKG URL and the licence string were both copied from the geocat.ch metadata record at https://www.geocat.ch/geonetwork/srv/api/records/d4aba7f1-426a-4427-9b62-97c6513a51d8?language=ger . Note opendata.swiss returned 403 to WebFetch (both the dataset slug and the perma link), so route Swiss verification through geocat.ch instead. INTERLIS bulk: https://geodienste.ch/downloads/interlis/elektrische_anlagen_ueber_36kv/Broker/elektrische_anlagen_ueber_36kv_v1_0_Broker_lv95.zip ; WFS: https://geodienste.ch/db/elektrische_anlagen_ueber_36kv_v1_0_0/deu . Marked complements rather than supersedes solely because of the stated incompleteness - if a coverage check against OSM shows it is materially complete, upgrade it: it is the only source in this region that bundles authoritative lines and substations with a sub-50 kV threshold and an attribution-only licence."
Switzerland,"Bundesamt für Energie (BFE), Dienst Geoinformation",Sachplan Übertragungsleitungen (SÜL) - Electricity Transmission Lines sectoral plan,"Planned corridors for construction and expansion of 220/380 kV transmission lines requiring sectoral-plan designation. Planning geometry (corridors), not the operating network.",220.0,Projects at the 220/380 kV level only.,OGC GeoPackage and INTERLIS 2 (XTF),direct_file,https://data.geo.admin.ch/ch.bfe.sachplan-uebertragungsleitungen_kraft/sachplan-uebertragungsleitungen_kraft/sachplan-uebertragungsleitungen_kraft_2056.gpkg,,"Opendata BY (free use, attribution mandatory)","""Opendata BY: Open use. Must provide the source.""",yes,2023-02-22 (revision date),True,complements_osm,"Verified at https://www.geocat.ch/geonetwork/srv/api/records/e1134feb-55d7-4b44-8e13-125e983b259b?language=eng which lists the direct data.geo.admin.ch GPKG and XTF URLs. Not an operating-network source, so it will not fix OSM geometry - but it is the Swiss reinforcement pipeline as spatial data, which is directly usable for corridor screening and compelling-event work rather than for the dataset fusion. INTERLIS variant: https://data.geo.admin.ch/ch.bfe.sachplan-uebertragungsleitungen_kraft/sachplan-uebertragungsleitungen_kraft/sachplan-uebertragungsleitungen_kraft_2056.xtf.zip . A consultations dataset (sachplan-ubertragungsleitungen-sul-anhorungen) exists alongside it."
Austria,Austrian Power Grid AG (APG),Austrian Power Grid AG Hochspannungsnetz - Kabel (and companion record 'Leitungen'),"High-voltage lines and cables of the APG transmission network, national extent (9.53E-17.17E, 46.41N-49.02N). The ATOM service feed lists three sibling datasets: Kabel, Umspannwerke and Leitungen - so overhead lines, cables and substations are all published as records.",110.0,"Abstract states 110 kV, 220 kV and 380 kV.",ESRI Shapefile and GML (version 1.0),api_key_or_registration,,,INSPIRE-restricted: no open licence. Access 'public access limited according to Article 13(1)(b) of the INSPIRE Directive'; use 'auf Anfrage bei der zuständigen Geodatenstelle' (on request from the responsible geodata office),"Access constraint: ""public access limited according to Article 13(1)(b) of the INSPIRE Directive"". Use constraint: ""auf Anfrage bei der zuständigen Geodatenstelle"".",unclear,2022-09-22 (revision date),False,metadata_only,"Austria's transmission geometry EXISTS as shapefile/GML but is gated. The distribution URL shown on the record is https://inspire.lfrz.gv.at/011501/ds/INSPIRE_APG_Kabel_210922.zip?key=[token] - the token is literally elided in the metadata, so there is no fetchable URL and fetch_verified is false. Verified the record itself at https://geoportal.inspire.gv.at/metadatensuche/c6dnRBxn/api/records/b2632835-53c9-493c-be59-fa7a74c28ce4 ; the ATOM service at https://geometadatensuche.inspire.gv.at/metadatensuche/srv/atom/describe/service?uuid=901e4074-9b2d-4382-a6ae-40a93165d110 lists all three APG datasets but carries no direct file links. Named APG geodata contact on the record: rafael.kucfal@apg.at. Article 13(1)(b) is the public-security exemption, so expect a conditional grant at best - ask specifically whether onward publication under ODbL is permitted, because a restricted grant is worse than nothing for this dataset. WMS (viewable now): https://inspire.lfrz.gv.at/011501/wms?version=1.3.0&request=GetCapabilities"
Austria,Austrian Power Grid AG (APG),Austrian Power Grid AG Hochspannungsnetz - Umspannwerke (substations),"APG substations, national extent.",110.0,"Substations operating at 110 kV, 220 kV or 380 kV.",ESRI Shapefile and GML (version 1.0),api_key_or_registration,,,INSPIRE-restricted: access limited under Article 13(1)(b); use on request from the competent geodata office,"""auf Anfrage bei der zuständigen Geodatenstelle""; access ""public access limited according to Article 13(1)(b) of the INSPIRE Directive"".",unclear,2022-09-22 (revision date),False,metadata_only,"Separate record from the lines/cables entry, same gate and same contact. Distribution URL on the record is https://inspire.lfrz.gv.at/011501/ds/INSPIRE_APG_Werke_130922.zip?key=[token] - key elided, so nothing to fetch. Verified the metadata at https://geoportal.inspire.gv.at/metadatensuche/c6dnRBxn/api/records/b637e8ea-2140-43af-b9f6-62fc4978075b . Handle in the same request as the lines datasets."
Austria,"Netz Niederösterreich GmbH (DSO, Lower Austria)",Downloaddienst Netz Niederösterreich (INSPIRE download service for grid assets),"Download service for high-voltage lines, high-pressure gas pipelines and transformer stations within the Netz Niederösterreich supply area. Lines and substations together.",,"unknown - the record says 'Hochspannungsleitungen' without stating levels. Netz NÖ operates 110 kV and 30 kV sub-transmission, both relevant to a 50 kV floor at the upper tier.",unknown - service record only,api_key_or_registration,,,INSPIRE-restricted: access limited under Article 13(1)(b); use on request from the competent geodata office,"Access: ""public access limited according to Article 13(1)(b) of the INSPIRE Directive"". Use: ""auf Anfrage bei der zuständigen Geodatenstelle"".",unclear,2025-11-13 (revision date),False,metadata_only,"Verified the record at https://geoportal.inspire.gv.at/metadatensuche/inspire/api/records/ab5bc2de-ec2d-400c-abd7-d326d6a97b0c . Correction to an earlier third-party claim: the Awesome-Electrical-Grid-Mapping list describes this as cc-by-4.0, but the authoritative INSPIRE record states Article 13(1)(b) restricted access and on-request use. Do not treat it as open. Service ATOM: https://geometadatensuche.inspire.gv.at/metadatensuche/srv/atom/describe/service?uuid=ab5bc2de-ec2d-400c-abd7-d326d6a97b0c . This is the only Austrian DSO INSPIRE grid service I found; other Bundesland portals turned up nothing."
United Kingdom (Great Britain),NESO (National Energy System Operator),ETYS GB Transmission System Boundaries (ETYS 2024 boundary GIS data),"Name and geographical path data for the ETYS study boundaries used in GB transmission constraint analysis. Boundary geometry only - no circuits, no substations.",,"n/a - boundary geometry, not network assets",ESRI Shapefile in ZIP,direct_file,https://api.neso.energy/dataset/997f4820-1ad4-499b-b1fe-4b8d3d7fbc72/resource/e914fcec-1dc9-4f1f-97e7-59c0d9521bea/download/etys-boundary-gis-data-mar25.zip,,NESO Open Licence (based on Open Government Licence v3.0 with NESO amendments),"copy, publish, distribute and transmit the Information; adapt the Information; exploit the Information commercially and non-commercially ... [attribution:] ""Supported by National Energy SO Open Data""",yes,2025-05-30,True,complements_osm,"Fetched the dataset landing page and read the download row directly. This is the ONLY geometry NESO publishes - it holds no circuit or line geometry at all. Same portal, same licence, also offers GIS Boundaries for GB Grid Supply Points (GSP regions) and GB DNO Licence Areas, both ESRI shapefile, useful for zonal aggregation of the OSM network. Licence page states it 'maintains compatibility with Creative Commons Attribution 4.0 and the Open Data Commons Attribution License'."
United Kingdom (Great Britain),NESO (National Energy System Operator),Electricity Ten Year Statement (ETYS) 2025 Appendix B - System technical data,"Circuit-by-circuit technical data for NGET, SPT and SSET: connectivity (substation-to-substation), impedance and ratings for transmission network modelling. No geometry.",132.0,"GB transmission system - 400 kV, 275 kV and 132 kV (Scotland)",PDF,direct_file,https://www.neso.energy/document/383936/download,,"Not stated on the appendices page (NESO Open Licence governs data-portal datasets, not publications)",,unclear,2025 (ETYS 2025 edition),True,metadata_only,"Fetched the ETYS documents-and-appendices page and read the appendix list with my own eyes. Appendix B is the cheapest authoritative cross-check on OSM topology (which substations are actually connected by which circuits) and the best source for PyPSA line impedances/ratings, but it is a PDF with no geometry - hence metadata_only. Scheme prefix added to the page's relative link; verify before scripting. The same tables are republished as machine-readable ODS datasets on each TO's own portal (e.g. 'ETYS 24 (2024/25) - SSEN Transmission - Circuits'), which is the route to take for automation."
United Kingdom (Great Britain),National Grid Electricity Transmission (NGET),Transmission network route maps - shapefiles,"Zip of ESRI shapefiles for the national electricity transmission network: Substation Site, Overhead Line, Cables, Towers. Stated to be 'approximate location ... for indicative purposes only'.",275.0,NGET transmission network in England and Wales (400 kV and 275 kV); voltage attribution of individual features not confirmed from the landing page,ZIP of ESRI Shapefiles,direct_file,https://www.nationalgrid.com/electricity-transmission/document/81201/download,,Bespoke National Grid route-map terms of use (non-commercial),"These datasets are for indicative purposes only. They can only be used for emergency and land use planning and cannot be used for commercial purposes. They are owned by National Grid and you are required to acknowledge us in your product or application using ""© National Grid UK"".",no,2026-03-10,True,unusable,"I fetched the route-maps page and saw the 'Zip File containing all Shape Files' download offer and the verbatim terms. Geometry is authoritative and would materially improve the 400/275 kV layer - but the explicit bar on commercial use makes it non-mixable with an ODbL product and unusable for this work. Do not ingest. The download_url was copied from Icebreaker One's Open Net Zero resource listing (fetched this session), not from the nationalgrid.com HTML, and Open Net Zero dates its copy '3 years ago' while the page says last modified 2026-03-10 - treat the document ID as possibly stale. OSM wiki characterises this licence as 'Custom, very restrictive license'. Tower shapefile in the same zip, out of scope."
United Kingdom (Great Britain),SSEN Transmission / Scottish Hydro Electric Transmission plc (SHET),SSEN Transmission Overhead Line Supergrid,"Supergrid overhead line geometry (line features) for the north of Scotland transmission network, with QML/LYRX style sheets.",275.0,"275 kV and 400 kV, AC overhead","GeoJSON, ESRI Shapefile (ZIP), FlatGeobuf, Parquet, KML, CSV, JSON, XLSX",api_key_or_registration,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-overhead-line-supergrid/exports/geojson,,CC BY 4.0,CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),yes,2026-03-05,True,supersedes_osm,"Single biggest quality win in this region: authoritative 400/275 kV geometry for north Scotland under an attribution-only licence. Verified by fetching the Open Net Zero record for this dataset (which renders the ODS export endpoints) plus the SSEN Transmission portal page for the sibling 132 kV dataset, where 'CC BY 4.0' with the creativecommons.org link is displayed. The SSEN portal UI says 'To view or download this data, please register or login', so I have marked access as registration; ODS export endpoints often serve anonymously but ssentransmission.opendatasoft.com/api/ is robots-disallowed to WebFetch so I could not confirm that. Test anonymously before building a pipeline round it."
United Kingdom (Great Britain),SSEN Transmission / Scottish Hydro Electric Transmission plc (SHET),SSEN Transmission Overhead Line Grid,Grid (132 kV) overhead line geometry for the north of Scotland transmission network. Line features.,132.0,"132 kV, AC overhead","GeoJSON, ESRI Shapefile (ZIP), FlatGeobuf, Parquet, KML, GPX, CSV, JSON, XLSX",api_key_or_registration,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/overhead-line-grid/exports/geojson,,CC BY 4.0,CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),yes,2026-03-05,True,supersedes_osm,"I fetched the SSEN Transmission portal page for this dataset and saw the CC BY 4.0 licence, the publisher string ('Scottish Hydro Electric Transmission plc, company SC213461'), the modified timestamp and the export format list; export URLs copied from the fetched Open Net Zero record. Data coverage period given as 2023-10-26 to 2025-10-27. 132 kV in the SHET area is transmission (not distribution), so this sits cleanly above the 50 kV floor."
United Kingdom (Great Britain),SSEN Transmission / Scottish Hydro Electric Transmission plc (SHET),SSEN Transmission Substation Site Supergrid,Supergrid substation sites for the north of Scotland transmission network (site geometry).,220.0,"220 kV, 275 kV, 320 kV, 400 kV (320 kV indicates HVDC converter sites, e.g. Eastern Green Link)","GeoJSON, ESRI Shapefile (ZIP), Parquet, KML, GPX, CSV, JSON, XLSX, RDF/Turtle",api_key_or_registration,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-substation-site-supergrid/exports/geojson,,CC BY 4.0 (per portal; licence field not rendered on the Open Net Zero record for this dataset),,yes,2026-01-30,True,complements_osm,"Fetched the Open Net Zero record and saw the full export URL table. Authoritative substation site geometry - use to validate and name OSM substation polygons in the SHET area, and to anchor the 320 kV HVDC converter stations. Licence inferred from the same portal's CC BY 4.0 statement on the overhead-line datasets; the per-dataset licence field was blank on the mirror, so confirm on the portal page before publishing."
United Kingdom (Great Britain),SSEN Transmission / Scottish Hydro Electric Transmission plc (SHET),SSEN Transmission Substation Site Grid,Grid (132 kV) substation sites for the north of Scotland transmission network (site geometry).,132.0,132 kV,"GeoJSON, ESRI Shapefile (ZIP), Parquet, KML, CSV, JSON, XLSX",api_key_or_registration,https://ssentransmission.opendatasoft.com/api/explore/v2.1/catalog/datasets/ssen-transmission-substation-site-grid/exports/geojson,,CC BY 4.0 (per portal; licence field not rendered on the Open Net Zero record for this dataset),,yes,2026-08 (Open Net Zero showed 'updated 7 days ago'; issued 2026-01-30),True,complements_osm,Fetched the Open Net Zero record and saw the full export URL table (csv/json/geojson/kml/shp/parquet/xlsx). Pairs with the Overhead Line Grid dataset to give a complete authoritative 132 kV node-and-edge set for north Scotland.
United Kingdom (Great Britain),SP Energy Networks (SP Transmission plc + SP Distribution plc + SP Manweb plc),SPD & SPT GIS Shapefiles - Line Assets,"GIS geo points and shapes for line assets by asset type and voltage level across both the SP Distribution and SP Transmission licence areas, with asset status, SP ENID identifiers, operating voltage and local authority attribution.",,"Landing page says 'each asset type and voltage level' for SPD and SPT but does not enumerate voltages; SPT is 400/275/132 kV, SPD/SPM 132/33 kV and below",ESRI Shapefile (per dataset title),api_key_or_registration,,,SP Energy Networks Shared Data Licence Terms and Conditions,This section of the Portal is subject to our Shared Data Licence Terms and Conditions.,unclear,,True,complements_osm,"I fetched the asset landing page and saw the download gate and the licence reference. This is the ONLY route to authoritative SPT 400/275 kV and SPD/SPM 132 kV geometry - there is no separate SPT route-map publication (searched). Blocker: the Shared Data Licence text does not render to WebFetch (the portal's /p/ licence pages return navigation shell only) and neither spenergynetworks.co.uk/pages/asset_data.aspx nor the energy_data_hub page states terms. 'Shared' rather than 'Open' tier implies conditions; treat as unusable until the licence PDF is read by a human. SPEN also publishes an Open Data Licence separately - if any line assets sit under that tier, ask them to say which."
United Kingdom (Great Britain),"National Grid Electricity Distribution (NGED, formerly Western Power Distribution)",132kV Overhead Lines - full NGED area (4 DNOs) in ESRI Shapefile format,"132 kV overhead line geometry across all four NGED licence areas (East Midlands, West Midlands, South West, South Wales).",132.0,132 kV,"ESRI Shapefile (SHP), AutoCAD DWG, Bentley MicroStation v8i DGN, small-scale PDF mapping",api_key_or_registration,,,NGED Shared Data Licence,,unclear,2021-03-17 (dataset page metadata),True,complements_osm,"Fetched the Connected Data Portal dataset page: the only resource served from that page is the Data Sharing Assessment PDF (https://connecteddata.nationalgrid.co.uk/dataset/79a221b3-8167-46e8-9536-5fd53157261b/resource/90ee2c3c-de51-441e-99c6-1fb0d2cabf75/download/dsa063-132kv-overhead-lines.pdf); the actual GIS files come from dataportal2 (registration required, per the fetched 'Network plans and information' page). Companion datasets in the same series, same licence and access: 132kV Underground Cables, 33kV Overhead Lines, 33kV Underground Cables. Licence blocker: this is the Shared, not Open, tier. The separate NGED Open Data Licence IS attribution-only and permits commercial exploitation ('copy, publish, distribute and transmit ... adapt ... exploit the Information commercially and non-commercially', attribution 'Supported by NGED Open Data'), but it only covers datasets marked Open, and the OSM wiki records that NGED asset data 'was available as an OGLv3 clone, however has now reverted to a non-open license' after July 2024."
United Kingdom (Great Britain),National Grid Electricity Distribution (NGED),132kV Substations - full NGED area (4 DNOs) in ESRI Shapefile format,132 kV substation locations/extents across all four NGED licence areas.,132.0,132 kV,"ESRI Shapefile (SHP), AutoCAD DWG, Bentley MicroStation v8i DGN, small-scale PDF mapping",api_key_or_registration,,,NGED Shared Data Licence,,unclear,,True,complements_osm,Fetched the dataset page and saw the four formats listed and the licence name; page states update frequency 'Not Applicable' and gives no last-updated date. Files served from dataportal2.nationalgrid.co.uk after registration. Same licence blocker as the 132kV Overhead Lines entry. A 33kV Substations dataset exists in the same series (below the 50 kV floor).
United Kingdom (Great Britain),Northern Powergrid (Northeast plc / Yorkshire plc),NPG EHV Feeders,"Line geometry for the extra-high-voltage overhead network across the North East and Yorkshire licence areas. Geometry stated to be simplified to reduce file size, with +/-1 m positional accuracy.",33.0,"33 kV, 66 kV and 132 kV (only GB DNO publishing 66 kV geometry)",GeoJSON (application/geo+json) and GeoPackage (application/geopackage+sqlite3),direct_file,,,Northern Powergrid Open Data Licence v1.0,"You are encouraged to use and re-use the Information that is available under this Licence freely and flexibly, with only a few conditions.",yes,2026-07-02,True,supersedes_osm,"Best open-access source in GB distribution: I fetched the dataset page and it states in terms 'This dataset does NOT require a login to view', names the licence, and lists GeoJSON + GeoPackage exports. download_url is null because northernpowergrid.opendatasoft.com/api/ AND /explore/dataset/.../download/ are both robots-disallowed to WebFetch, so no URL could be copied from a page per rule 2 - a human or a plain HTTP client will get it straight off the Export tab. No data.gov.uk mirror exists (searched). Licence verbatim above is from the licence page's meta description and is the opening line of the Open Government Licence, consistent with the OSM wiki's description of it as an 'OGLv3 clone'; the full text did not render. Caveat: publisher warns 'These plans are only indicative and should not be used to inform digging works.'"
United Kingdom (Great Britain),Northern Powergrid (Northeast plc / Yorkshire plc),Substation Sites List,"Inventory of all Northern Powergrid substations with transformer ratings, customer numbers, location data and site metadata.",,"LV, HV and EHV site classifications combined in one dataset",GeoJSON (coordinates present),direct_file,,,Northern Powergrid Open Data Licence v1.0,,yes,2026-07-23,True,complements_osm,"Fetched the dataset page: licence named, GeoJSON with coordinates, and explicitly no login required. Filter to EHV sites for the >=50 kV fusion. Sites serving fewer than 5 customers are redacted for privacy - affects LV only. download_url null for the same robots reason as the EHV Feeders entry."
United Kingdom (Great Britain),"UK Power Networks (EPN, LPN, SPN)",UK Power Networks Licence Area 132kV Overhead Lines,"132 kV overhead line geometry across all three UKPN licence areas, extracted from UKPN's NetMap geospatial system.",132.0,132 kV,"ESRI Shapefile (ZIP), GeoJSON, CSV, JSON",api_key_or_registration,https://ukpowernetworks.opendatasoft.com/api/v2/catalog/datasets/ukpn-132kv-overhead-lines/exports/geojson,,"Portal terms name three licences - CC BY 4.0, Open Government Licence v3, Shared Dataset Agreement - and the per-dataset licence field did not render","[from the portal terms] Creative Commons Attribution 4.0 ... UK Power Networks, [dataset name], [dataset URL], [date of last update] ... The use of the UK Power Networks logo is strictly prohibited.",unclear,2026-08-19 (Open Net Zero showed 'updated 10 hours ago'),True,complements_osm,"I fetched the UKPN dataset page and its /information/ tab and saw 'Login and registration are required' / 'PLEASE LOGIN TO VIEW DATASETS', plus the shapefile description; export URLs copied from the fetched Open Net Zero record. Marked unclear rather than yes because UKPN operates three licence tiers and the login gate on asset geometry means it may sit under the Shared Dataset Agreement rather than CC BY - the dataset page does not say which, and the ODS catalog API is robots-blocked so I could not read the licence field. The OSM wiki source table records UKPN as CC-BY 4.0 and adds that UKPN 'refuse to provide' an ODbL waiver 'despite significant attempts'. Companion dataset in the same portal: 'UK Power Networks Licence Area 132kV Underground Cables' (fetched - login-gated, partial coverage, 'not all locations are fully vectorised yet')."
United Kingdom (Great Britain),"UK Power Networks (EPN, LPN, SPN)",UK Power Networks Licence Area 33kV Overhead Lines,"Position of UKPN's 33 kV overhead lines for all licence areas, from NetMap.",33.0,33 kV - below the 50 kV floor of the OSM-derived dataset,"ESRI Shapefile (ZIP), GeoJSON, CSV, JSON",api_key_or_registration,https://ukpowernetworks.opendatasoft.com/api/v2/catalog/datasets/ukpn-33kv-overhead-lines/exports/geojson,,As per UKPN portal terms (CC BY 4.0 / OGL v3 / Shared Dataset Agreement); per-dataset licence field not rendered,,unclear,2026-08-19 (Open Net Zero showed 'updated 13 hours ago'),True,complements_osm,Export URLs read off the fetched Open Net Zero record. Recorded for completeness only: at 33 kV this sits under the 50 kV floor and is not a fusion candidate unless the floor is lowered. Same licence ambiguity as the 132 kV entry.
United Kingdom (Great Britain),"UK Power Networks (EPN, LPN, SPN)",UK Power Networks Grid and Primary Sites,"Grid Sites and Primary Sites with spatial coordinates, commissioning years, asset counts, power transformer quantities, local authority, seasonal demand and transformer ratings. Derived from UKPN geospatial/asset domains plus Ordnance Survey and ONS.",,Grid sites (132/33 kV) and primary sites (33/11 kV); the dataset description does not state a voltage field,"ESRI Shapefile (ZIP), GeoJSON, CSV, JSON",api_key_or_registration,https://ukpowernetworks.opendatasoft.com/api/v2/catalog/datasets/grid-and-primary-sites/exports/geojson,,As per UKPN portal terms (CC BY 4.0 / OGL v3 / Shared Dataset Agreement); per-dataset licence field not rendered,,unclear,2026-08-19 (Open Net Zero showed 'updated 9 hours ago'),True,complements_osm,"Export URLs read off the fetched Open Net Zero record; coordinates confirmed present. Warning for fusion: this dataset is partly derived from Ordnance Survey and ONS inputs, so OS licensing may reach through it independently of UKPN's own terms. Check before mixing."
United Kingdom (Great Britain),SP Electricity North West (Electricity North West Limited),SP ENW - GIS - 132kV Overhead Conductors,Sections of ENWL's 132 kV overhead conductors as GIS line features for the North West licence area.,132.0,132 kV overhead only - publisher states '132kV network underground assets are currently not available for sharing',GIS (ODS dataset; export formats not enumerated without login),api_key_or_registration,,,CC BY 4.0,CC BY 4.0,yes,2026-03-19,True,complements_osm,"Fetched the dataset page and read the CC BY 4.0 licence, the modified timestamp, the underground-assets exclusion, and 'Actual dataset content is available to registered users only.' Register to get the export URL - none could be copied from a page. Note the portal is now branded 'SP Electricity North West' but is a SEPARATE OpenDataSoft portal from spenergynetworks.opendatasoft.com, so both must be harvested. Sibling datasets exist at 33 kV, 11 kV, 6.6 kV and LV (all below the floor). OSM wiki: waiver requested November 2023, no response received."
United Kingdom (Great Britain),SP Electricity North West (Electricity North West Limited),SP ENW - GIS - Substations,"Point locations of substations on the ENWL network, each with a unique 6-digit code, infeed/outfeed voltages, situation detail and upstream hierarchy. Classified as Distribution, Primary, BSP, GSP and Network sites.",,Infeed/outfeed voltage attributes present per site; GSP and BSP classes cover the 132 kV and above tiers,GIS point data (ODS dataset),api_key_or_registration,,,CC BY 4.0,CC BY 4.0,yes,2026-08-07,True,complements_osm,"Fetched the dataset page: CC BY 4.0, point geometry, voltage attributes, 'Actual dataset content is available to registered users only.' The infeed/outfeed voltage fields plus upstream hierarchy make this unusually good for reconstructing DNO substation topology, better than most GB DNO substation publications."
